hourly.dewpoint_2m,hourly.apparent_temperature,hourly.precipitation,hourly.time,hourly.freezinglevel_height,hourly.snow_height,hourly.relativehumidity_2m,hourly.temperature_2m,hourly.pressure_msl,hourly.weathercode,generationtime_ms,longitude,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.apparent_temperature,hourly_units.pressure_msl,hourly_units.time,hourly_units.temperature_2m,hourly_units.precipitation,hourly_units.dewpoint_2m,hourly_units.relativehumidity_2m,hourly_units.weathercode,elevation,latitude,utc_offset_seconds
-5.2,-3.6,0,2021-11-28T03:00,8,0,69,0.3,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.7,-4,0,2021-11-28T04:00,12,0,67,0,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-4.2,0,2021-11-28T05:00,12,0,67,-0.2,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.1,-4.4,0,2021-11-28T06:00,12,0,67,-0.4,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.3,-4.5,0,2021-11-28T07:00,12,0,66,-0.4,1013,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.3,-4.2,0,2021-11-28T08:00,5,0,64,-0.2,1013.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.3,-3.9,0,2021-11-28T09:00,-4,0,61,0.2,1013.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.4,-3.3,0,2021-11-28T10:00,12,0,56,0.9,1013.5,0,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.7,-2.8,0,2021-11-28T11:00,66,0,52,1.6,1012.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7,-2.3,0,2021-11-28T12:00,144,0,48,2.4,1011.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.4,-1.8,0,2021-11-28T13:00,234,0,44,3.1,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.7,-1.8,0,2021-11-28T14:00,277,0,44,3.2,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.9,-2,0,2021-11-28T15:00,310,0,45,3.1,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.9,-2.3,0,2021-11-28T16:00,330,0,49,2.6,1010,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-7.4,-2.6,0.01,2021-11-28T17:00,318,0,54,2.2,1010.5,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-6.7,-2.8,0.01,2021-11-28T18:00,288,0,62,1.5,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
-5.9,-3.1,0.01,2021-11-28T19:00,255,0,70,0.9,1011,3,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
9.6,-3.1,0,2021-11-28T20:00,3606,0,74,0.6,1011.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
9.6,-3,0,2021-11-28T21:00,3598,0,77,0.5,1011.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
9.6,-2.8,0,2021-11-28T22:00,3658,0,80,0.4,1011.5,2,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
9.6,-2.9,0,2021-11-28T23:00,3708,0,82,0.3,1011.5,1,1.9450187683105469,-74,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,12.2109375,40.75,-18000
12.6,13.9,0.6,2021-11-22T00:00,2810,0,96,13.3,1019.7,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
12.5,13.2,0.17,2021-11-22T01:00,2764,0,95,13.2,1018.7,45,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
12,12.5,0.23,2021-11-22T02:00,2770,0,94,12.9,1017.6,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.9,11.6,0.8,2021-11-22T03:00,2876,0,96,12.5,1017.1,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.6,11.5,0.82,2021-11-22T04:00,2928,0,94,12.5,1016.1,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.2,11.4,0.62,2021-11-22T05:00,2904,0,92,12.4,1015.6,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11,11.5,0.78,2021-11-22T06:00,3194,0,91,12.4,1014.6,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
10.9,11.9,0.95,2021-11-22T07:00,2988,0,90,12.5,1013.6,80,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11,12.7,0.1,2021-11-22T08:00,3114,0,88,12.8,1013.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.1,12.9,0,2021-11-22T09:00,3430,0,87,13.1,1014.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.4,13.9,0,2021-11-22T10:00,3452,0,85,13.8,1013.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.9,14.8,0,2021-11-22T11:00,3370,0,83,14.5,1012.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
12.7,15.4,0,2021-11-22T12:00,3270,0,80,15.7,1009.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
13.8,15.5,0.4,2021-11-22T13:00,3258,0,84,15.6,1007.1,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
15.1,15.8,1.02,2021-11-22T14:00,3278,0,89,15.6,1005.1,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
14.9,17,1.7,2021-11-22T15:00,3224,0,91,16.3,1004.1,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
15.3,17.5,1.76,2021-11-22T16:00,3364,0,95,16.2,1002.6,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
15.8,17.5,2.78,2021-11-22T17:00,3478,0,98,16.1,1000.6,63,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
16.9,18.4,0.88,2021-11-22T18:00,3762,0,98,17.1,998.6,55,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
17.4,19.5,0,2021-11-22T19:00,3862,0,96,18.1,997.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
16,17.7,0.03,2021-11-22T20:00,3790,0,94,17,997.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
12.7,13.9,0.01,2021-11-22T21:00,3660,0,85,15.2,998.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
13,15.1,0.29,2021-11-22T22:00,3608,0,85,15.6,998.6,61,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
12.2,15.6,0.02,2021-11-22T23:00,3532,0,80,15.7,998.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
11.2,15.3,0.01,2021-11-23T00:00,3162,0,74,15.8,998.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
10.3,15,0.01,2021-11-23T01:00,3012,0,71,15.6,999.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
7.4,13.1,0.01,2021-11-23T02:00,2912,0,60,15.1,1000.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.7,11.5,0,2021-11-23T03:00,2894,0,53,14.3,1000.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3,10.2,0,2021-11-23T04:00,2788,0,49,13.6,1001.1,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.9,9.6,0,2021-11-23T05:00,2734,0,51,12.7,1001.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.8,9,0,2021-11-23T06:00,2660,0,53,12.1,1002.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.3,8.6,0,2021-11-23T07:00,2616,0,52,11.8,1003.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2,8.9,0,2021-11-23T08:00,2572,0,49,12.3,1004.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.8,9.9,0,2021-11-23T09:00,2484,0,46,13.2,1004.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.7,10.8,0.01,2021-11-23T10:00,2364,0,44,13.9,1004.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.4,11.4,0.01,2021-11-23T11:00,2404,0,41,14.4,1004.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.8,12.1,0.01,2021-11-23T12:00,2340,0,41,14.8,1003.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.1,13,0,2021-11-23T13:00,2282,0,41,15.3,1003.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.7,13.7,0,2021-11-23T14:00,2138,0,41,15.8,1003.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.7,13.7,0,2021-11-23T15:00,2154,0,45,15.8,1003.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.2,13.1,0,2021-11-23T16:00,2052,0,48,15.2,1004.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.5,12.3,0,2021-11-23T17:00,1996,0,57,14,1004.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
6,11.6,0,2021-11-23T18:00,1963,0,62,13.1,1005.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
6,11.1,0,2021-11-23T19:00,1891,0,65,12.5,1005.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.6,10.4,0,2021-11-23T20:00,1833,0,65,11.9,1005.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.2,9.7,0,2021-11-23T21:00,1821,0,66,11.3,1005.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,9.7,0,2021-11-23T22:00,1782,0,69,10.9,1006.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.1,9.1,0,2021-11-23T23:00,1802,0,69,10.6,1007.1,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5,8.7,0,2021-11-24T00:00,1739,0,69,10.4,1007.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.9,7.2,0,2021-11-24T01:00,1716,0,74,9.2,1007.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.1,5.3,0,2021-11-24T02:00,1683,0,71,8.1,1007.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.7,4,0,2021-11-24T03:00,1632,0,61,7.8,1007.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.8,3.8,0,2021-11-24T04:00,1627,0,61,7.7,1007.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.4,3.9,0,2021-11-24T05:00,1597,0,60,7.8,1007.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.3,4,0,2021-11-24T06:00,1583,0,59,7.7,1007.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.1,4.1,0,2021-11-24T07:00,1569,0,58,7.9,1008.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.5,5.2,0,2021-11-24T08:00,1575,0,55,9.1,1008.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.8,6.5,0,2021-11-24T09:00,1590,0,50,10.8,1009.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.1,7.8,0,2021-11-24T10:00,1567,0,47,12.1,1009.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.7,8.9,0,2021-11-24T11:00,1528,0,46,13.1,1008.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.6,10.2,0,2021-11-24T12:00,1531,0,47,13.8,1007.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.5,11.2,0,2021-11-24T13:00,1526,0,44,14.7,1007.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.4,11.6,0,2021-11-24T14:00,1518,0,40,14.9,1007.6,2,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.7,11.4,0,2021-11-24T15:00,1530,0,42,14.4,1008.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.6,10.4,0,2021-11-24T16:00,1544,0,45,13.4,1009.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.2,9.5,0,2021-11-24T17:00,1569,0,51,12,1010.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.8,9,0,2021-11-24T18:00,1586,0,57,11,1010.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.7,8.3,0,2021-11-24T19:00,1594,0,64,10.3,1011.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.6,8,0,2021-11-24T20:00,1606,0,70,9.7,1011.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5,8.4,0,2021-11-24T21:00,1655,0,71,10,1012.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.2,8.4,0,2021-11-24T22:00,1694,0,72,9.9,1012.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.2,8.5,0,2021-11-24T23:00,1762,0,73,9.9,1012.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.9,7.6,0,2021-11-25T00:00,1853,0,74,9.2,1012.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.4,6.2,0,2021-11-25T01:00,1940,0,77,8.1,1012.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.7,3.3,0,2021-11-25T02:00,1991,0,88,5.5,1013.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.3,2.5,0,2021-11-25T03:00,2084,0,83,4.9,1013.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1,2.3,0,2021-11-25T04:00,2092,0,76,4.9,1013.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.2,2,0,2021-11-25T05:00,2088,0,72,4.7,1013.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.4,1.8,0,2021-11-25T06:00,2118,0,71,4.5,1014.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.6,1.7,0,2021-11-25T07:00,2146,0,70,4.4,1015.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.3,3.1,0,2021-11-25T08:00,2156,0,69,5.5,1015.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.1,7.7,0,2021-11-25T09:00,2156,0,64,9.5,1015.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.2,9.7,0,2021-11-25T10:00,2162,0,44,12.2,1015.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
-0.6,11,0,2021-11-25T11:00,2178,0,37,13.8,1015.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.4,12.2,0,2021-11-25T12:00,2180,0,37,15,1014.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.2,12.9,0,2021-11-25T13:00,2132,0,40,15.6,1013.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.9,13.4,0,2021-11-25T14:00,2116,0,45,15.8,1013.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,13.5,0,2021-11-25T15:00,2080,0,51,15.5,1013.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.7,13,0,2021-11-25T16:00,2052,0,54,14.8,1013.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
7,12,0,2021-11-25T17:00,2028,0,66,13.3,1014.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
7.5,11.3,0,2021-11-25T18:00,2020,0,72,12.4,1014.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
7.6,11.4,0,2021-11-25T19:00,2004,0,74,12.2,1015.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
7.5,10.9,0,2021-11-25T20:00,1999,0,74,11.9,1015.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
6.8,9.2,0,2021-11-25T21:00,2072,0,77,10.7,1016.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
6.2,8.1,0,2021-11-25T22:00,2124,0,78,9.8,1016.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,6.9,0,2021-11-25T23:00,2188,0,80,8.8,1016.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.4,5.6,0,2021-11-26T00:00,2242,0,80,7.6,1016.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.7,5,0,2021-11-26T01:00,2226,0,79,7.1,1016.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.9,4.6,0,2021-11-26T02:00,2182,0,76,6.8,1016.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2,4.2,0,2021-11-26T03:00,2128,0,73,6.4,1016.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.3,3.5,0,2021-11-26T04:00,2106,0,72,5.9,1017.1,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.7,2.8,0,2021-11-26T05:00,2090,0,72,5.3,1017.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.3,2.8,0,2021-11-26T06:00,2092,0,70,5.3,1018.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
0.6,3.9,0,2021-11-26T07:00,2124,0,67,6.4,1018.7,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.1,5.6,0,2021-11-26T08:00,2172,0,62,8,1019.2,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
1.9,8.1,0,2021-11-26T09:00,2230,0,55,10.4,1019.7,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.2,10,0,2021-11-26T10:00,2260,0,50,12.2,1019.2,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.4,12,0,2021-11-26T11:00,2284,0,45,14.1,1018.7,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
2.8,13.9,0,2021-11-26T12:00,2300,0,41,16,1018.2,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
3.5,14.5,0,2021-11-26T13:00,2296,0,42,16.6,1017.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
4.3,14.6,0,2021-11-26T14:00,2280,0,44,16.7,1017.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.2,14.3,0,2021-11-26T15:00,2254,0,48,16.3,1017.1,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.5,13.8,0,2021-11-26T16:00,2234,0,51,15.6,1017.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.6,12.9,0,2021-11-26T17:00,2212,0,55,14.5,1017.6,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.6,11.6,0,2021-11-26T18:00,2176,0,61,13,1018.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.6,10.6,0,2021-11-26T19:00,2144,0,65,12,1018.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.5,9.6,0,2021-11-26T20:00,2108,0,69,11.1,1018.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,8.2,0,2021-11-26T21:00,2064,0,74,9.9,1018.2,0,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,7.4,0,2021-11-26T22:00,2040,0,77,9.2,1018.2,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,6.8,0,2021-11-26T23:00,2022,0,81,8.5,1018.2,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.4,6.1,0,2021-11-27T00:00,1993,0,84,7.9,1017.6,1,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
5.3,5.8,0,2021-11-27T01:00,1957,0,85,7.6,1017.6,3,3.0260086059570313,139.625,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,20.84375,35.625,32400
