hourly.dewpoint_2m,hourly.apparent_temperature,hourly.precipitation,hourly.time,hourly.freezinglevel_height,hourly.snow_height,hourly.relativehumidity_2m,hourly.temperature_2m,hourly.pressure_msl,hourly.weathercode,generationtime_ms,longitude,hourly_units.snow_height,hourly_units.freezinglevel_height,hourly_units.apparent_temperature,hourly_units.pressure_msl,hourly_units.time,hourly_units.temperature_2m,hourly_units.precipitation,hourly_units.dewpoint_2m,hourly_units.relativehumidity_2m,hourly_units.weathercode,elevation,latitude,utc_offset_seconds
-1,-2.3,0,2021-11-27T21:00,420,0,89,1.1,997.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.4,-2.5,0,2021-11-27T22:00,387,0,91,0.7,997.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.6,-2.7,0,2021-11-27T23:00,296,0,92,0.5,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.9,-2.7,0,2021-11-28T00:00,170,0,92,0.5,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.3,-2.7,0,2021-11-28T01:00,41,0,92,0.4,997.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-2.6,0.04,2021-11-28T02:00,16,0,92,0.4,997.1,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.6,-2.5,0.04,2021-11-28T03:00,24,0,92,0.4,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.8,-2.4,0.04,2021-11-28T04:00,41,0,93,0.4,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.8,-2.4,0.46,2021-11-28T05:00,41,0,94,0.4,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.8,-2.5,0.46,2021-11-28T06:00,41,0,95,0.3,996.1,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.7,-2.5,0.46,2021-11-28T07:00,41,0,96,0.3,996.1,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.6,-2.5,0.33,2021-11-28T08:00,41,0,96,0.3,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.6,-2.4,0.33,2021-11-28T09:00,41,0,97,0.4,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-2,0.33,2021-11-28T10:00,41,0,96,0.6,996.6,71,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-1.6,0.14,2021-11-28T11:00,38,0,94,0.9,996.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-1.2,0.14,2021-11-28T12:00,34,0,92,1.3,996.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-0.8,0.14,2021-11-28T13:00,41,0,90,1.8,995.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.3,-0.6,0.01,2021-11-28T14:00,50,0,89,2,995.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.1,-0.4,0.01,2021-11-28T15:00,64,0,89,2.1,995.6,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.9,-0.4,0.01,2021-11-28T16:00,138,0,89,2.1,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.9,-0.5,0,2021-11-28T17:00,271,0,90,2.1,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-1.9,-0.7,0,2021-11-28T18:00,450,0,92,1.9,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2,-1,0,2021-11-28T19:00,648,0,93,1.7,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.1,-1.2,0,2021-11-28T20:00,720,0,93,1.6,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.2,-1.4,0,2021-11-28T21:00,757,0,93,1.4,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.4,-1.7,0,2021-11-28T22:00,804,0,92,1.2,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
-2.5,-2,0,2021-11-28T23:00,861,0,92,1,995.1,3,2.8690099716186523,13.419998,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,44.8125,52.52,3600
2.4,0.7,0,2021-11-22T00:00,919,0,87,4.4,1023.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.4,0.9,0,2021-11-22T01:00,972,0,88,4.2,1024.2,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.2,0.7,0,2021-11-22T02:00,953,0,87,4.2,1025.2,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.8,0.7,0,2021-11-22T03:00,1036,0,86,3.9,1025.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.5,0.2,0,2021-11-22T04:00,1021,0,86,3.6,1026.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.3,0.1,0,2021-11-22T05:00,1006,0,84,3.7,1026.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.7,0.4,0,2021-11-22T06:00,1037,0,86,3.8,1026.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.5,0.6,0,2021-11-22T07:00,1062,0,85,3.8,1027.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.4,0.7,0,2021-11-22T08:00,1084,0,85,3.7,1027.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.3,0.6,0,2021-11-22T09:00,1126,0,85,3.5,1028.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.2,0.7,0,2021-11-22T10:00,1128,0,82,4,1029.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.3,2.1,0,2021-11-22T11:00,1121,0,80,5.5,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3,3.4,0,2021-11-22T12:00,1128,0,76,6.8,1030.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.7,4.7,0,2021-11-22T13:00,1157,0,68,8.3,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.7,5.4,0,2021-11-22T14:00,1191,0,64,9.1,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.8,5.5,0,2021-11-22T15:00,1216,0,64,9.3,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.3,5.7,0,2021-11-22T16:00,1234,0,68,9,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.8,5,0,2021-11-22T17:00,1227,0,74,8.1,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4,4.1,0,2021-11-22T18:00,1201,0,81,7.1,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.9,3.3,0,2021-11-22T19:00,1219,0,84,6.4,1031.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4,3,0,2021-11-22T20:00,1216,0,88,5.9,1032.7,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4.1,2.7,0,2021-11-22T21:00,1213,0,91,5.4,1032.7,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4.1,2.6,0,2021-11-22T22:00,1251,0,94,5.1,1032.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.9,2.6,0,2021-11-22T23:00,1294,0,94,4.8,1033.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.7,2.3,0,2021-11-23T00:00,1317,0,94,4.6,1033.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.4,1.9,0,2021-11-23T01:00,1314,0,94,4.3,1033.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.2,1.8,0,2021-11-23T02:00,1373,0,94,4,1033.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.9,1.8,0,2021-11-23T03:00,1521,0,94,3.8,1033.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.7,1.6,0,2021-11-23T04:00,1723,0,94,3.6,1032.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.3,1.3,0,2021-11-23T05:00,1716,0,92,3.4,1032.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.8,1,0,2021-11-23T06:00,1712,0,90,3.3,1032.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.4,0.5,0,2021-11-23T07:00,1709,0,90,2.9,1032.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.2,0.1,0,2021-11-23T08:00,1767,0,92,2.4,1033.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.2,-0.4,0,2021-11-23T09:00,1787,0,95,2,1033.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.4,-0.1,0,2021-11-23T10:00,1805,0,94,2.2,1033.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.9,1.6,0,2021-11-23T11:00,1875,0,87,3.7,1033.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.8,3.5,0,2021-11-23T12:00,1874,0,77,5.6,1033.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.7,4.9,0,2021-11-23T13:00,1826,0,69,7.1,1032.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.1,6.1,0,2021-11-23T14:00,1808,0,65,8.3,1032.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2,6.9,0,2021-11-23T15:00,1629,0,61,9.2,1031.7,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.4,6.8,0,2021-11-23T16:00,1757,0,63,9.1,1031.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.2,6,0,2021-11-23T17:00,1721,0,71,8.1,1031.7,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.4,4.8,0,2021-11-23T18:00,1837,0,78,6.9,1031.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.5,3.8,0,2021-11-23T19:00,1954,0,79,6,1031.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.3,3.2,0,2021-11-23T20:00,2200,0,81,5.2,1031.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.9,2.8,0,2021-11-23T21:00,2240,0,80,5,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.6,2,0,2021-11-23T22:00,2330,0,83,4.2,1030.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.5,1.5,0,2021-11-23T23:00,2364,0,85,3.8,1029.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.4,0.6,0,2021-11-24T00:00,2372,0,90,2.9,1029.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.1,-0.3,0,2021-11-24T01:00,2366,0,93,2.1,1028.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1,-0.5,0,2021-11-24T02:00,2354,0,93,2,1028.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.9,-0.9,0,2021-11-24T03:00,2338,0,95,1.7,1027.7,0,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1,-1.1,0,2021-11-24T04:00,2344,0,97,1.4,1026.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.8,-1.8,0,2021-11-24T05:00,2286,0,100,0.8,1026.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.5,-3.3,0,2021-11-24T06:00,2296,0,100,-0.5,1025.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.4,-3.1,0,2021-11-24T07:00,2262,0,100,-0.4,1024.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.4,-3.3,0,2021-11-24T08:00,2216,0,100,-0.4,1024.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.1,-3,0,2021-11-24T09:00,2202,0,100,-0.1,1024.2,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0,-3,0,2021-11-24T10:00,2204,0,100,0.1,1023.7,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.8,-1.9,0,2021-11-24T11:00,2210,0,100,0.7,1023.1,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.6,-0.7,0,2021-11-24T12:00,2014,0,96,2.1,1021.6,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.3,0.7,0,2021-11-24T13:00,1846,0,93,3.4,1020.1,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3,1.8,0,2021-11-24T14:00,1637,0,92,4.2,1018.6,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.3,2.8,0,2021-11-24T15:00,1334,0,88,5.1,1017.1,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.5,3.5,0,2021-11-24T16:00,1323,0,86,5.6,1016.1,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.7,3.3,0,2021-11-24T17:00,1460,0,90,5.3,1014.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.8,3.1,0,2021-11-24T18:00,1255,0,93,4.9,1014.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.8,3,0,2021-11-24T19:00,1308,0,94,4.8,1013.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.8,2.9,0,2021-11-24T20:00,1264,0,94,4.6,1012.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.7,2.7,0,2021-11-24T21:00,1256,0,94,4.5,1011.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.6,2.1,0,2021-11-24T22:00,1168,0,95,4.1,1011.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.6,1.9,0,2021-11-24T23:00,1048,0,96,3.8,1011.1,45,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.6,2.1,0.02,2021-11-25T00:00,1036,0,96,4.1,1010.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4,2.4,0.03,2021-11-25T01:00,1045,0,95,4.6,1010.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
4,2.1,0.02,2021-11-25T02:00,1027,0,93,5,1010.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.5,2.1,0.02,2021-11-25T03:00,1003,0,88,5.1,1010.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.4,2,0.02,2021-11-25T04:00,956,0,88,5.1,1010.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
3.4,1.7,0.02,2021-11-25T05:00,930,0,89,4.9,1010.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.3,1.1,0.02,2021-11-25T06:00,919,0,84,4.7,1010.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.3,0.6,0.01,2021-11-25T07:00,929,0,81,4.2,1011.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.9,0.1,0,2021-11-25T08:00,935,0,81,3.8,1011.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.3,-0.7,0,2021-11-25T09:00,937,0,81,3.2,1012.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.1,-0.8,0,2021-11-25T10:00,1017,0,79,3.2,1013.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.2,-0.5,0,2021-11-25T11:00,987,0,77,3.5,1014.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0,0.6,0,2021-11-25T12:00,964,0,73,4.4,1014.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.6,1.3,0,2021-11-25T13:00,926,0,71,5.4,1014.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.1,1.7,0,2021-11-25T14:00,872,0,71,5.9,1014.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.6,2,0,2021-11-25T15:00,807,0,72,6.3,1014.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
2.1,2.2,0,2021-11-25T16:00,750,0,73,6.5,1014.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.9,2,0,2021-11-25T17:00,757,0,73,6.3,1015.1,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1.6,1.6,0,2021-11-25T18:00,789,0,74,5.8,1015.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
1,1,0,2021-11-25T19:00,814,0,75,5.1,1016.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.5,0.4,0,2021-11-25T20:00,794,0,75,4.6,1017.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.1,-0.2,0,2021-11-25T21:00,757,0,74,4,1017.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.8,-1,0,2021-11-25T22:00,715,0,74,3.3,1017.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-1.3,-1.5,0,2021-11-25T23:00,705,0,74,2.8,1017.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-1.9,-1.9,0,2021-11-26T00:00,703,0,73,2.3,1017.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.4,-2.2,0,2021-11-26T01:00,688,0,73,1.7,1017.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.6,-2.4,0,2021-11-26T02:00,648,0,75,1.3,1016.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.7,-2.5,0,2021-11-26T03:00,597,0,77,0.9,1016.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.7,-3,0,2021-11-26T04:00,556,0,79,0.5,1015.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.9,-3.3,0,2021-11-26T05:00,564,0,80,0.2,1014.6,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-3.2,-3.6,0,2021-11-26T06:00,595,0,79,-0.1,1014.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-3.4,-3.9,0,2021-11-26T07:00,658,0,79,-0.3,1013.1,3,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-3.2,-4,0,2021-11-26T08:00,725,0,81,-0.3,1012.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.9,-4.1,0,2021-11-26T09:00,808,0,83,-0.3,1011.6,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-2.4,-3.7,0,2021-11-26T10:00,917,0,83,0.2,1010.1,1,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-1.9,-2.7,0,2021-11-26T11:00,991,0,80,1.3,1008.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-1.4,-1.4,0,2021-11-26T12:00,1063,0,74,2.8,1007.1,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
-0.4,0.1,0,2021-11-26T13:00,1141,0,70,4.5,1004.6,2,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
0.8,0.7,0.55,2021-11-26T14:00,1185,0,73,5.2,1002.6,61,2.2219419479370117,-0.120000124,m,m,°C,hPa,iso8601,°C,mm,°C,%,wmo code,13.1953125,51.5,3600
